alcohol,sugar,pH,class
12.1,1.2,3.18,1.0
10.7,1.4,3.24,1.0
8.8,14.4,3.26,1.0
10.8,1.7,3.8,1.0
13.1,3.6,3.31,1.0
12.5,3.6,3.08,1.0
11.7,10.05,3.09,1.0
11.7,10.05,3.09,1.0
11.6,10.5,3.09,1.0
11.3,1.9,3.29,1.0
12.5,3.6,3.08,1.0
11.4,1.65,3.11,1.0
12.2,1.9,3.4,1.0
11.7,65.8,3.39,1.0
10.4,6.85,3.31,1.0
10.4,7.4,3.31,1.0
10.4,7.4,3.31,1.0
9.1,20.2,3.17,1.0
12.2,11.0,3.05,1.0
9.1,20.2,3.17,1.0
9.4,6.2,3.12,1.0
9.4,6.2,3.11,1.0
10.4,6.85,3.31,1.0
9.2,8.0,3.22,1.0
9.4,8.2,3.2,1.0
13.5,2.2,3.22,1.0
9.4,10.1,3.07,1.0
10.9,7.2,3.13,1.0
13.5,2.2,3.22,1.0
9.4,10.1,3.07,1.0
11.4,1.6,3.19,1.0
12.4,1.3,3.19,1.0
9.2,8.0,3.22,1.0
9.4,8.2,3.2,1.0
10.5,5.3,3.3,1.0
11.5,14.0,3.26,1.0
10.9,7.2,3.13,1.0
10.8,1.6,3.34,1.0
8.9,11.8,3.03,1.0
8.9,9.6,3.03,1.0
9.4,6.1,3.2,1.0
12.2,2.7,3.44,1.0
12.1,3.6,2.99,1.0
10.9,1.7,3.17,1.0
10.1,1.6,3.34,1.0
12.2,2.7,3.44,1.0
13.0,1.0,3.31,1.0
11.0,0.9,3.23,1.0
10.8,1.6,3.19,1.0
13.0,1.0,3.31,1.0
9.3,10.6,2.91,1.0
11.4,2.0,3.44,1.0
9.2,1.2,2.99,1.0
9.9,6.2,3.5,1.0
10.5,9.2,3.22,1.0
12.4,5.0,3.06,1.0
9.5,6.3,3.18,1.0
10.5,3.3,3.16,1.0
9.1,8.0,3.23,1.0
11.5,1.2,3.38,1.0
11.5,1.2,3.38,1.0
11.2,16.2,3.17,1.0
10.8,11.6,3.22,1.0
9.4,7.2,3.12,1.0
11.0,1.1,3.17,1.0
11.3,3.4,3.21,1.0
11.2,1.4,3.28,1.0
10.5,3.3,3.16,1.0
9.1,8.0,3.23,1.0
10.4,9.3,3.21,1.0
11.2,2.3,3.1,1.0
11.1,0.9,3.14,1.0
11.2,3.5,3.18,1.0
10.5,1.7,3.29,1.0
10.0,1.3,3.2,1.0
10.0,1.3,3.2,1.0
10.9,5.6,3.1,1.0
10.9,7.4,3.15,1.0
11.2,2.3,3.1,1.0
11.7,1.0,3.5,1.0
10.0,1.5,3.16,1.0
9.5,10.0,3.02,1.0
9.0,14.9,3.03,1.0
10.0,9.3,3.04,1.0
11.9,1.0,3.08,1.0
10.6,1.0,3.57,1.0
11.0,5.9,3.15,1.0
11.2,5.0,3.25,1.0
12.0,1.25,3.51,1.0
12.6,3.9,3.24,1.0
11.2,5.0,3.25,1.0
10.5,0.8,3.24,1.0
10.2,1.0,3.11,1.0
11.0,5.9,3.15,1.0
12.2,1.6,3.57,1.0
12.3,1.3,3.18,1.0
10.6,1.0,3.57,1.0
10.4,1.1,3.36,1.0
12.0,1.25,3.51,1.0
12.7,1.4,3.15,1.0
10.6,1.2,3.05,1.0
12.3,5.0,3.14,1.0
12.7,1.4,3.15,1.0
11.4,1.7,3.09,1.0
12.0,1.8,3.65,1.0
12.4,1.6,3.23,1.0
12.1,1.5,3.24,1.0
11.4,1.7,3.09,1.0
10.7,13.9,3.21,1.0
9.3,5.9,2.97,1.0
12.7,2.1,3.37,1.0
11.7,1.1,3.18,1.0
10.7,6.7,2.93,1.0
11.8,2.7,2.99,1.0
9.9,6.7,3.2,1.0
13.4,3.95,3.23,1.0
12.8,7.75,3.12,1.0
12.8,10.6,3.15,1.0
10.5,1.6,3.13,1.0
11.5,2.5,3.31,1.0
10.5,0.7,3.04,1.0
13.0,11.1,2.95,1.0
12.4,5.15,3.19,1.0
10.2,4.7,3.16,1.0
9.0,9.7,3.23,1.0
12.0,1.7,3.33,1.0
11.7,1.4,3.15,1.0
10.0,2.0,3.58,1.0
10.3,7.5,3.37,1.0
9.0,9.7,3.23,1.0
11.1,0.8,2.99,1.0
9.0,13.1,3.31,1.0
10.5,1.1,3.4,1.0
11.9,2.2,3.27,1.0
9.4,8.9,3.27,1.0
11.4,1.1,3.31,1.0
10.8,0.9,3.31,1.0
9.8,1.7,3.1,1.0
9.3,6.9,3.2,1.0
11.4,1.1,3.31,1.0
11.3,1.0,3.24,1.0
11.3,1.0,3.23,1.0
9.5,7.6,3.22,1.0
9.4,8.9,3.27,1.0
11.9,2.2,3.27,1.0
9.3,1.2,3.03,1.0
11.4,1.0,3.03,1.0
11.4,1.0,3.03,1.0
12.7,3.1,3.22,1.0
13.5,1.95,3.2,1.0
11.2,2.2,3.06,1.0
10.7,8.75,3.19,1.0
10.8,11.9,3.01,1.0
10.5,2.7,3.46,1.0
13.0,5.45,3.13,1.0
10.8,6.3,3.08,1.0
9.1,14.4,3.05,1.0
10.1,7.8,3.1,1.0
11.9,1.6,3.3,1.0
12.0,9.1,2.98,1.0
12.0,9.1,2.98,1.0
9.1,14.4,3.05,1.0
11.6,1.3,3.22,1.0
11.9,1.6,3.3,1.0
10.2,11.3,3.14,1.0
10.8,6.3,3.08,1.0
9.8,0.7,3.3,1.0
11.4,1.25,2.95,1.0
9.8,0.7,3.3,1.0
10.1,7.8,3.1,1.0
9.8,10.3,3.19,1.0
9.8,10.3,3.19,1.0
10.7,7.8,3.21,1.0
10.6,8.7,3.11,1.0
9.3,8.3,3.17,1.0
9.8,10.3,3.19,1.0
10.7,7.8,3.21,1.0
14.0,1.2,3.33,1.0
11.0,8.3,3.36,1.0
11.0,8.3,3.36,1.0
9.4,6.2,3.21,1.0
9.0,5.0,3.1,1.0
9.0,1.8,3.08,1.0
10.0,1.6,3.37,1.0
9.0,1.8,3.08,1.0
9.0,1.8,3.08,1.0
12.4,2.9,3.29,1.0
11.3,6.0,3.14,1.0
12.0,0.9,2.8,1.0
11.7,1.1,3.01,1.0
10.0,1.6,3.37,1.0
13.2,5.45,2.84,1.0
11.0,14.05,3.07,1.0
11.0,8.0,3.22,1.0
9.2,13.1,3.02,1.0
13.0,4.9,3.08,1.0
10.6,1.3,3.77,1.0
13.0,2.2,3.55,1.0
9.0,14.9,3.04,1.0
9.0,14.9,3.04,1.0
11.5,0.95,2.93,1.0
11.0,1.4,3.11,1.0
11.5,0.95,2.93,1.0
9.9,1.7,3.11,1.0
10.4,5.6,3.12,1.0
9.0,14.9,3.04,1.0
9.9,7.1,3.06,1.0
11.0,1.2,3.07,1.0
12.1,9.6,3.18,1.0
9.7,11.4,2.96,1.0
9.7,11.4,2.96,1.0
12.2,7.9,2.99,1.0
12.4,5.0,3.15,1.0
10.5,11.1,3.03,1.0
10.4,8.0,3.28,1.0
12.0,3.8,3.15,1.0
12.7,10.55,3.07,1.0
10.9,10.2,3.11,1.0
10.9,10.2,3.11,1.0
10.9,9.8,3.11,1.0
11.4,6.3,3.15,1.0
11.0,1.1,3.22,1.0
12.6,4.5,3.45,1.0
11.6,6.3,3.29,1.0
10.5,10.9,3.11,1.0
10.9,9.8,3.11,1.0
10.9,9.8,3.11,1.0
12.5,0.8,3.03,1.0
12.1,0.8,3.11,1.0
11.3,1.2,3.02,1.0
13.3,1.3,3.07,1.0
10.9,9.8,3.11,1.0
10.9,10.2,3.11,1.0
10.5,10.9,3.11,1.0
11.6,6.3,3.29,1.0
11.4,6.3,3.15,1.0
11.0,1.2,3.16,1.0
12.1,0.9,3.08,1.0
11.0,1.1,3.22,1.0
12.6,4.5,3.45,1.0
13.0,3.7,3.36,1.0
8.8,18.1,2.94,1.0
9.5,1.35,3.16,1.0
11.8,5.5,3.2,1.0
12.2,3.1,3.14,1.0
10.7,12.85,3.05,1.0
11.0,19.8,3.07,1.0
11.4,8.25,2.99,1.0
10.7,12.85,3.05,1.0
12.0,3.8,3.09,1.0
11.9,6.9,3.02,1.0
11.4,8.25,2.99,1.0
11.8,11.7,3.02,1.0
10.6,4.6,3.34,1.0
9.7,4.0,3.06,1.0
11.0,19.8,3.07,1.0
10.7,12.85,3.05,1.0
11.0,1.2,3.76,1.0
10.5,8.9,2.99,1.0
10.4,11.7,3.1,1.0
10.5,6.2,3.2,1.0
12.0,14.8,3.12,1.0
12.0,14.8,3.12,1.0
9.2,10.8,3.22,1.0
10.9,1.6,3.37,1.0
9.5,8.3,3.15,1.0
9.4,8.4,3.15,1.0
11.3,2.5,3.13,1.0
10.4,3.5,3.42,1.0
9.4,17.2,3.26,1.0
11.3,2.1,3.02,1.0
8.8,12.2,3.14,1.0
10.8,11.8,3.2,1.0
9.4,16.8,3.25,1.0
9.4,17.2,3.26,1.0
9.2,1.1,2.95,1.0
10.3,14.7,3.12,1.0
9.9,5.5,3.09,1.0
12.4,6.1,3.19,1.0
11.9,1.2,3.11,1.0
11.7,1.3,3.11,1.0
9.4,8.7,2.98,1.0
9.6,1.7,3.53,1.0
9.4,8.7,2.98,1.0
10.4,10.2,2.98,1.0
9.5,4.5,3.09,1.0
11.9,5.9,3.2,1.0
12.5,1.7,3.18,1.0
13.4,1.4,3.16,1.0
12.7,5.4,3.13,1.0
9.1,7.9,3.17,1.0
10.5,1.1,2.9,1.0
10.4,7.0,3.19,1.0
10.4,7.0,3.19,1.0
12.5,7.6,3.08,1.0
10.4,7.0,3.19,1.0
9.0,12.3,2.95,1.0
9.8,15.3,3.18,1.0
9.0,12.3,2.95,1.0
10.7,1.2,3.17,1.0
12.4,2.3,3.16,1.0
12.5,6.1,3.08,1.0
12.5,7.6,3.08,1.0
12.1,10.2,3.1,1.0
11.3,4.1,2.92,1.0
12.0,2.9,3.25,1.0
10.4,8.5,3.28,1.0
12.2,1.5,3.11,1.0
8.6,3.1,3.05,1.0
9.1,7.9,3.17,1.0
12.1,3.5,2.96,1.0
12.0,4.9,3.32,1.0
10.5,1.1,2.9,1.0
10.4,7.0,3.19,1.0
11.9,1.2,3.46,1.0
13.7,4.5,3.25,1.0
11.3,2.6,3.22,1.0
10.5,9.9,3.02,1.0
13.7,4.5,3.25,1.0
10.1,9.5,3.14,1.0
12.3,1.5,2.94,1.0
12.0,3.2,3.06,1.0
11.3,2.6,3.22,1.0
9.5,11.2,3.12,1.0
11.4,3.2,3.02,1.0
11.9,2.3,3.16,1.0
10.0,4.9,2.85,1.0
10.0,4.9,2.85,1.0
11.3,1.4,3.23,1.0
11.7,1.5,3.25,1.0
11.0,6.7,3.36,1.0
12.2,2.1,2.97,1.0
10.7,4.3,2.91,1.0
10.9,10.9,3.11,1.0
10.2,7.0,3.17,1.0
11.9,2.3,3.16,1.0
11.1,2.5,3.15,1.0
11.2,2.6,3.0,1.0
11.4,3.2,3.02,1.0
10.6,2.5,3.07,1.0
10.3,14.7,3.03,1.0
10.4,4.5,3.4,1.0
11.9,2.2,3.1,1.0
11.9,1.9,3.19,1.0
10.4,1.6,3.12,1.0
9.2,17.3,3.11,1.0
11.3,4.2,3.24,1.0
11.3,4.2,3.24,1.0
11.0,2.5,3.25,1.0
11.9,1.9,3.19,1.0
12.9,1.4,3.08,1.0
10.8,0.8,3.09,1.0
9.1,8.0,3.16,1.0
10.4,1.6,3.12,1.0
12.9,1.7,3.35,1.0
12.2,5.5,3.46,1.0
9.2,17.3,3.11,1.0
10.3,8.6,3.06,1.0
11.0,6.9,3.08,1.0
11.0,2.1,3.17,1.0
11.7,2.2,3.69,1.0
12.0,1.5,3.2,1.0
12.7,2.5,3.17,1.0
8.8,17.6,3.11,1.0
11.3,4.2,3.24,1.0
12.8,2.9,3.19,1.0
11.2,4.8,3.18,1.0
8.9,11.9,3.26,1.0
11.2,0.9,3.5,1.0
11.1,1.3,3.23,1.0
10.8,6.4,3.05,1.0
9.3,4.3,3.18,1.0
8.9,11.9,3.26,1.0
12.7,8.1,3.22,1.0
12.0,1.3,3.16,1.0
11.2,0.9,3.5,1.0
8.8,17.2,3.23,1.0
8.8,17.2,3.23,1.0
8.8,17.2,3.23,1.0
10.4,8.7,3.2,1.0
8.8,17.2,3.23,1.0
10.4,8.7,3.2,1.0
14.0,7.5,3.38,1.0
8.8,17.2,3.23,1.0
13.1,4.6,3.03,1.0
12.3,3.7,3.25,1.0
12.6,2.2,3.27,1.0
12.0,7.4,3.18,1.0
9.5,15.1,2.87,1.0
12.0,7.4,3.18,1.0
12.7,4.8,3.08,1.0
10.5,7.9,3.4,1.0
12.9,1.0,3.15,1.0
9.5,15.1,2.87,1.0
12.0,7.4,3.18,1.0
12.7,4.8,3.08,1.0
11.9,4.6,3.06,1.0
12.0,1.4,3.24,1.0
12.5,6.2,3.25,1.0
12.1,6.1,3.21,1.0
12.5,5.1,3.05,1.0
9.9,6.3,3.06,1.0
10.7,0.9,3.02,1.0
12.0,2.3,2.94,1.0
12.2,6.6,2.97,1.0
12.4,7.5,2.99,1.0
12.4,8.6,3.0,1.0
10.3,11.9,3.02,1.0
12.0,2.3,2.94,1.0
10.5,7.1,3.3,1.0
9.5,4.3,3.1,1.0
10.5,1.1,3.0,1.0
12.3,1.0,3.24,1.0
11.9,7.9,2.93,1.0
9.8,1.0,3.25,1.0
12.3,1.0,3.24,1.0
11.4,1.0,3.14,1.0
11.0,7.3,3.21,1.0
10.8,1.7,3.06,1.0
12.8,1.3,3.24,1.0
11.0,6.4,3.11,1.0
10.2,1.8,3.15,1.0
12.5,1.5,3.32,1.0
11.6,3.8,3.06,1.0
11.9,7.9,2.93,1.0
9.8,1.0,3.25,1.0
11.0,1.2,3.26,1.0
10.9,5.3,3.14,1.0
11.0,9.1,2.97,1.0
12.5,6.5,2.96,1.0
11.0,9.1,2.97,1.0
12.0,6.3,3.18,1.0
12.4,5.1,3.14,1.0
12.5,6.5,2.96,1.0
12.8,2.4,3.22,1.0
11.0,9.1,2.97,1.0
9.1,7.5,3.33,1.0
12.4,5.0,3.11,1.0
12.9,6.75,3.15,1.0
10.9,1.2,3.09,1.0
10.8,1.6,3.53,1.0
10.6,16.05,3.11,1.0
9.0,5.0,3.13,1.0
12.0,12.4,3.04,1.0
11.8,0.95,3.25,1.0
10.6,4.6,3.01,1.0
12.3,1.7,3.34,1.0
11.5,1.0,3.19,1.0
11.1,1.3,2.97,1.0
9.0,5.0,3.13,1.0
9.9,2.5,3.0,1.0
12.8,2.6,3.27,1.0
12.9,2.1,2.93,1.0
12.9,12.75,3.1,1.0
12.0,1.1,3.01,1.0
12.0,12.4,3.04,1.0
11.2,3.7,3.22,1.0
13.3,2.65,3.11,1.0
9.9,2.5,3.34,1.0
9.5,8.2,3.11,1.0
9.4,7.3,3.12,1.0
11.0,1.1,3.48,1.0
9.4,6.6,2.96,1.0
11.5,7.0,2.98,1.0
12.5,14.5,3.14,1.0
11.9,11.8,3.18,1.0
10.4,3.0,3.26,1.0
11.2,3.7,3.22,1.0
12.5,6.0,3.11,1.0
11.0,4.6,3.18,1.0
9.8,2.5,3.09,1.0
12.3,3.3,3.1,1.0
11.0,1.0,3.18,1.0
12.6,1.1,3.1,1.0
11.6,1.4,3.31,1.0
12.3,3.3,3.1,1.0
13.4,8.55,3.19,1.0
9.8,2.5,3.09,1.0
11.5,6.7,3.18,1.0
11.6,3.8,3.04,1.0
11.1,4.5,3.18,1.0
11.0,4.6,3.18,1.0
11.3,4.2,3.06,1.0
9.9,11.3,3.08,1.0
12.6,5.5,3.06,1.0
11.8,4.2,3.3,1.0
11.4,2.2,3.03,1.0
9.2,14.5,3.1,1.0
9.2,14.5,3.1,1.0
9.2,14.5,3.1,1.0
9.2,14.5,3.1,1.0
9.2,14.5,3.1,1.0
9.2,14.5,3.1,1.0
13.0,1.5,3.21,1.0
9.3,18.75,3.1,1.0
12.6,3.6,3.22,1.0
9.6,1.4,3.34,1.0
8.0,5.1,3.42,1.0
11.8,10.5,3.11,1.0
10.2,2.0,3.21,1.0
12.7,2.6,3.32,1.0
9.4,9.2,3.31,1.0
10.2,1.8,3.1,1.0
12.0,5.7,3.28,1.0
11.3,2.4,3.08,1.0
11.8,1.9,3.32,1.0
10.9,1.4,3.45,1.0
9.8,0.9,3.14,1.0
12.2,4.6,3.23,1.0
11.1,1.4,3.23,1.0
9.4,9.2,3.31,1.0
11.4,1.4,3.06,1.0
10.2,1.8,3.1,1.0
12.8,2.3,3.13,1.0
10.1,2.3,3.07,1.0
9.4,4.4,2.93,1.0
12.2,6.4,2.91,1.0
10.9,2.9,3.07,1.0
10.9,2.8,3.06,1.0
10.9,2.9,3.07,1.0
9.4,4.4,2.93,1.0
9.4,8.2,3.14,1.0
11.4,1.0,3.08,1.0
12.9,2.9,3.17,1.0
9.4,7.0,3.14,1.0
12.0,1.8,2.91,1.0
10.1,1.5,3.38,1.0
9.4,7.0,3.14,1.0
9.4,8.2,3.14,1.0
9.2,7.6,3.17,1.0
11.8,2.3,3.34,1.0
12.3,8.7,3.0,1.0
11.4,1.0,3.08,1.0
12.9,2.9,3.17,1.0
12.3,6.7,3.13,1.0
13.5,5.0,3.27,1.0
12.8,1.9,3.29,1.0
12.8,2.0,3.04,1.0
12.8,1.9,3.29,1.0
11.0,8.5,2.9,1.0
10.6,12.6,3.2,1.0
12.4,5.2,3.16,1.0
12.9,2.1,3.22,1.0
11.1,1.1,3.54,1.0
12.9,1.3,3.08,1.0
11.8,1.1,3.1,1.0
9.1,9.2,3.23,1.0
12.7,1.2,3.09,1.0
12.0,1.1,3.16,1.0
11.2,8.3,3.24,1.0
12.4,1.8,3.19,1.0
10.4,1.4,3.5,1.0
10.4,15.7,3.06,1.0
12.7,4.35,3.29,1.0
12.5,1.8,3.48,1.0
12.0,1.6,3.14,1.0
11.6,2.0,3.16,1.0
12.6,5.0,3.12,1.0
10.2,1.8,3.15,1.0
10.4,1.3,3.43,1.0
11.5,1.0,3.3,1.0
11.0,1.4,3.02,1.0
10.1,8.1,3.11,1.0
10.5,8.6,3.08,1.0
12.1,3.7,3.23,1.0
9.9,5.7,3.18,1.0
11.4,2.35,3.05,1.0
9.5,13.65,3.0,1.0
9.5,13.65,3.0,1.0
9.5,13.65,3.0,1.0
10.9,15.2,3.17,1.0
9.5,4.6,3.08,1.0
12.6,1.2,3.32,1.0
9.5,4.6,3.08,1.0
11.1,6.65,3.18,1.0
9.5,13.55,3.0,1.0
9.5,13.65,3.0,1.0
10.6,9.8,3.13,1.0
10.6,10.3,3.12,1.0
10.8,6.7,3.15,1.0
10.9,15.2,3.17,1.0
9.9,9.9,3.34,1.0
11.3,7.2,3.08,1.0
12.6,1.1,3.22,1.0
12.5,8.3,2.96,1.0
12.4,11.25,3.02,1.0
11.8,12.8,3.31,1.0
12.2,9.65,3.18,1.0
10.7,12.6,3.19,1.0
11.3,12.2,3.17,1.0
12.5,8.3,2.96,1.0
12.4,11.25,3.02,1.0
11.3,1.3,3.05,1.0
9.9,9.9,3.34,1.0
11.3,7.2,3.08,1.0
12.6,1.1,3.22,1.0
11.5,1.1,3.14,1.0
12.3,4.8,2.98,1.0
12.2,1.1,2.97,1.0
13.2,1.4,3.08,1.0
10.2,1.7,3.13,1.0
11.5,10.6,3.05,1.0
13.2,1.4,3.08,1.0
12.2,1.1,2.97,1.0
11.0,5.55,3.47,1.0
13.2,2.1,2.98,1.0
9.5,1.7,3.32,1.0
10.2,9.0,3.25,1.0
10.2,1.7,3.13,1.0
11.4,1.8,3.0,1.0
12.5,4.7,3.16,1.0
9.2,11.3,3.01,1.0
12.1,3.6,3.28,1.0
10.7,6.9,3.1,1.0
12.1,3.6,3.28,1.0
11.2,4.9,3.38,1.0
10.6,6.95,3.25,1.0
11.8,1.9,3.06,1.0
12.5,4.7,3.16,1.0
9.2,11.3,3.01,1.0
12.6,1.8,2.95,1.0
12.8,11.3,3.13,1.0
12.3,8.2,3.0,1.0
12.3,8.3,2.99,1.0
12.4,9.55,2.98,1.0
12.3,8.4,2.93,1.0
9.1,7.8,3.2,1.0
9.1,7.8,3.2,1.0
10.6,10.2,3.1,1.0
10.3,5.5,3.19,1.0
9.5,7.8,3.39,1.0
11.1,7.4,3.25,1.0
10.8,3.3,3.12,1.0
11.2,5.0,2.94,1.0
10.8,3.3,3.12,1.0
11.4,5.0,2.87,1.0
11.2,1.3,3.21,1.0
10.2,1.2,3.19,1.0
11.1,7.4,3.25,1.0
9.5,7.8,3.39,1.0
10.2,9.9,3.12,1.0
11.0,0.7,3.37,1.0
11.5,4.6,3.15,1.0
9.8,5.6,3.05,1.0
10.1,9.5,3.11,1.0
8.8,14.8,2.95,1.0
11.5,4.6,3.15,1.0
12.7,2.1,3.39,1.0
9.8,11.6,3.1,1.0
12.9,1.2,3.16,1.0
9.8,11.6,3.1,1.0
12.7,2.1,3.39,1.0
8.5,20.15,3.01,1.0
12.7,4.7,3.24,1.0
13.1,4.3,2.98,1.0
9.1,14.5,3.35,1.0
12.5,4.9,3.36,1.0
9.1,14.55,3.34,1.0
9.1,14.55,3.34,1.0
11.2,10.05,3.33,1.0
12.5,4.9,3.36,1.0
9.1,14.5,3.35,1.0
9.1,14.55,3.34,1.0
9.1,15.25,3.34,1.0
11.5,3.15,3.24,1.0
12.9,1.3,3.05,1.0
12.5,5.2,2.95,1.0
12.3,1.1,3.25,1.0
11.4,7.1,3.1,1.0
9.4,8.8,3.22,1.0
9.1,18.5,3.11,1.0
9.4,8.8,3.22,1.0
12.0,1.4,3.16,1.0
11.1,1.2,3.18,1.0
11.8,5.0,3.1,1.0
11.4,1.6,3.24,1.0
9.1,18.75,3.11,1.0
12.1,6.0,3.19,1.0
10.4,9.4,3.15,1.0
9.2,9.7,3.12,1.0
13.0,4.75,3.29,1.0
12.1,6.0,3.19,1.0
11.5,5.35,2.93,1.0
11.5,5.35,2.93,1.0
10.0,6.8,3.23,1.0
11.1,6.9,3.25,1.0
12.4,1.4,3.26,1.0
12.2,0.9,2.9,1.0
10.6,1.2,3.06,1.0
11.1,1.3,3.41,1.0
13.9,2.6,3.36,1.0
9.2,12.0,2.99,1.0
10.5,9.85,2.98,1.0
11.3,3.85,3.04,1.0
12.9,2.0,3.24,1.0
12.9,1.6,3.26,1.0
9.6,7.8,3.12,1.0
12.9,1.9,3.25,1.0
12.9,2.0,3.24,1.0
8.8,10.3,3.04,1.0
13.2,1.1,3.23,1.0
9.2,12.0,2.99,1.0
11.3,3.85,3.04,1.0
10.5,9.85,2.98,1.0
10.5,2.0,3.3,1.0
12.6,4.0,3.2,1.0
9.5,1.1,3.05,1.0
9.8,10.4,3.31,1.0
13.4,6.1,3.04,1.0
11.8,1.8,3.05,1.0
9.8,10.4,3.31,1.0
13.1,4.7,3.22,1.0
12.6,4.0,3.2,1.0
10.4,1.1,3.26,1.0
13.4,6.4,3.22,1.0
13.0,8.15,3.06,1.0
13.4,6.1,3.04,1.0
10.2,4.8,3.11,1.0
11.7,1.2,3.07,1.0
9.5,1.1,3.05,1.0
11.7,1.4,3.03,1.0
11.4,7.4,3.04,1.0
11.8,1.8,3.05,1.0
11.2,1.0,3.09,1.0
13.0,15.5,3.19,1.0
13.0,15.5,3.19,1.0
10.9,8.4,3.34,1.0
11.6,2.4,3.14,1.0
11.3,3.95,3.3,1.0
12.0,19.95,3.29,1.0
10.5,2.0,3.38,1.0
13.1,3.0,3.31,1.0
13.0,15.5,3.19,1.0
10.9,8.4,3.34,1.0
9.1,14.3,3.14,1.0
13.4,4.2,3.18,1.0
11.5,1.4,3.33,1.0
11.2,3.0,3.38,1.0
10.9,4.9,3.36,1.0
13.5,2.4,3.19,1.0
9.1,14.3,3.14,1.0
9.9,10.7,3.17,1.0
10.5,11.0,2.98,1.0
11.7,1.4,3.18,1.0
11.0,1.2,3.49,1.0
13.0,12.9,2.99,1.0
13.6,10.8,2.93,1.0
12.3,1.3,3.08,1.0
13.3,2.0,3.25,1.0
13.7,1.8,3.08,1.0
11.1,1.2,3.19,1.0
13.4,7.5,3.23,1.0
9.1,9.7,3.05,1.0
11.3,3.8,3.31,1.0
9.4,7.2,3.2,1.0
9.1,9.7,3.05,1.0
11.6,6.3,3.37,1.0
11.6,6.3,3.37,1.0
12.4,0.8,3.01,1.0
9.8,8.6,3.11,1.0
11.1,6.3,3.09,1.0
13.1,3.1,3.26,1.0
9.7,7.2,3.14,1.0
9.2,7.1,3.15,1.0
11.7,6.4,3.1,1.0
10.6,14.7,3.14,1.0
9.7,7.2,3.14,1.0
9.2,7.1,3.15,1.0
10.9,1.9,3.1,1.0
10.1,1.2,3.23,1.0
12.2,4.8,3.17,1.0
12.7,1.2,3.03,1.0
13.0,3.4,2.98,1.0
11.2,4.3,3.16,1.0
9.4,8.5,3.2,1.0
11.0,1.8,3.41,1.0
11.0,1.8,3.41,1.0
9.2,19.5,3.1,1.0
9.4,8.5,3.2,1.0
9.2,19.9,3.1,1.0
12.3,8.3,3.22,1.0
11.0,1.8,3.41,1.0
10.0,1.1,3.04,1.0
9.0,16.65,3.24,1.0
9.0,16.65,3.24,1.0
9.0,16.65,3.24,1.0
11.1,0.9,2.92,1.0
9.9,6.1,3.06,1.0
12.2,10.2,3.66,1.0
11.1,0.9,2.92,1.0
9.0,16.65,3.24,1.0
11.8,3.85,3.01,1.0
12.9,4.4,3.11,1.0
9.0,4.5,2.86,1.0
12.4,3.2,3.01,1.0
9.0,4.5,2.86,1.0
12.9,4.4,3.11,1.0
11.2,9.7,2.99,1.0
12.6,4.2,3.0,1.0
11.5,4.2,3.12,1.0
11.3,1.1,3.07,1.0
11.2,9.7,2.99,1.0
11.5,4.2,3.12,1.0
10.5,5.6,3.32,1.0
12.6,4.2,3.0,1.0
11.9,1.6,3.15,1.0
10.1,1.6,3.18,1.0
11.0,1.1,3.15,1.0
10.6,14.6,3.14,1.0
11.3,2.6,3.04,1.0
11.2,1.2,3.1,1.0
11.5,7.25,2.94,1.0
11.1,6.55,2.92,1.0
12.8,7.0,3.14,1.0
12.3,1.5,3.3,1.0
10.4,1.4,3.26,1.0
11.5,7.25,2.94,1.0
11.7,1.0,3.16,1.0
10.7,4.2,3.35,1.0
9.5,17.5,2.85,1.0
9.5,17.5,2.85,1.0
9.5,17.5,2.85,1.0
12.0,1.5,3.18,1.0
10.8,1.3,3.31,1.0
10.7,3.9,3.35,1.0
10.7,4.2,3.35,1.0
10.7,7.6,3.12,1.0
12.1,1.0,3.12,1.0
11.9,1.1,3.0,1.0
10.8,11.8,3.18,1.0
12.3,1.4,3.59,1.0
9.4,9.7,3.3,1.0
9.9,12.9,3.2,1.0
10.4,1.6,3.35,1.0
10.4,7.2,3.35,1.0
12.6,7.1,3.15,1.0
12.5,1.9,2.93,1.0
9.4,8.8,3.04,1.0
9.2,7.2,3.11,1.0
11.2,1.4,3.27,1.0
9.2,14.3,2.91,1.0
9.2,14.3,2.91,1.0
9.4,8.8,3.04,1.0
11.2,1.4,3.27,1.0
10.8,1.8,3.27,1.0
9.2,14.3,2.91,1.0
9.2,7.2,3.11,1.0
12.5,1.2,2.96,1.0
9.3,11.8,3.0,1.0
11.4,0.9,3.21,1.0
10.0,12.6,3.04,1.0
10.6,26.05,3.06,1.0
10.7,4.7,3.07,1.0
10.0,12.6,3.04,1.0
12.5,1.2,2.96,1.0
10.6,26.05,3.06,1.0
12.8,6.1,3.19,1.0
9.3,11.8,3.0,1.0
11.4,0.9,3.21,1.0
9.5,5.6,3.24,1.0
9.5,5.3,3.24,1.0
9.5,5.7,3.24,1.0
10.8,8.0,3.06,1.0
10.8,8.0,3.06,1.0
8.8,17.6,3.2,1.0
10.8,8.0,3.06,1.0
11.0,8.8,3.08,1.0
12.4,1.5,3.29,1.0
11.3,1.4,3.25,1.0
11.2,4.8,3.12,1.0
12.5,2.4,3.24,1.0
10.0,3.7,3.12,1.0
11.0,4.9,3.12,1.0
10.5,5.7,3.16,1.0
